date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:45	44661/44661	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e4.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e4.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:49	22800/22800	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/ts2.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/ts2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:49	22274/22274	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/ts3.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/ts3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:50	21984/21984	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/ts4.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/ts4.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:51	48642/48642	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e5.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e5.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:53	49564/49564	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e6.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e6.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:54	43500/43500	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e7.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e7.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:56	26650/26650	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e8.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e8.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:58	58535/58535	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e9.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e9.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:59	42694/42694	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e10.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/e10.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:43:59	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264e60500-4d7%22	https://p.w3layouts.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/web6/p.w3layouts.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:44:00	0/0	---MCZ	302	error ('Found')	text/html	date:Sat,%2026%20Aug%202023%2002:44:19%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/scripts/invisible.js	C:/My%20Web%20Sites/web6/p.w3layouts.com/cdn-cgi/challenge-platform/scripts/invisible.js	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:44:00	7339/7339	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20Aug%202023%2002:44:19%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/313d8a27/invisible.js	C:/My%20Web%20Sites/web6/p.w3layouts.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/313d8a27/invisible.js	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/index.html)
19:44:01	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont3e6e.eot	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:05	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfontd41d.eot	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:06	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:07	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont3e6e.woff	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:09	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:11	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/fonts/fontawesome-webfont3e6e.svg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:11	367744/367744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner-2.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner-2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:12	364573/364573	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner-3.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner-3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:13	175911/175911	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
19:44:17	245586/245586	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:13:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner-1.jpg	C:/My%20Web%20Sites/web6/p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/images/banner-1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-02-2020/night_club-freedom-demo_Free/396658655/web/assets/css/style-freedom.css)
